iter	Passed	Remaining
328	2455	5008
329	2462	5000
330	2469	4990
331	2476	4983
332	2483	4973
333	2490	4965
334	2498	4958
335	2504	4949
336	2511	4941
337	2518	4932
338	2526	4926
339	2533	4918
340	2539	4908
341	2546	4900
342	2553	4890
343	2560	4881
344	2566	4873
345	2573	4864
346	2580	4856
347	2587	4848
348	2596	4842
349	2602	4832
350	2609	4825
351	2616	4816
352	2623	4808
353	2629	4798
354	2636	4789
355	2644	4783
356	2651	4775
357	2658	4768
358	2665	4759
359	2672	4750
360	2678	4742
361	2685	4732
362	2692	4725
363	2699	4716
364	2708	4711
365	2714	4702
366	2722	4695
367	2728	4685
368	2734	4676
369	2742	4668
370	2748	4660
371	2755	4651
372	2762	4643
373	2768	4634
374	2775	4626
375	2782	4617
376	2789	4610
377	2796	4601
378	2803	4594
379	2810	4586
380	2818	4578
381	2825	4570
382	2832	4562
383	2839	4554
384	2845	4545
385	2852	4537
386	2859	4528
387	2865	4519
388	2872	4512
389	2879	4503
390	2887	4497
391	2894	4489
392	2902	4483
393	2909	4474
394	2916	4466
395	2922	4458
396	2929	4449
397	2937	4442
398	2943	4434
399	2950	4426
400	2957	4417
401	2963	4408
402	2971	4401
403	2977	4392
404	2984	4385
405	2991	4376
406	2998	4368
407	3005	4360
408	3011	4352
409	3018	4344
410	3026	4336
411	3033	4329
412	3039	4320
413	3046	4312
414	3053	4304
415	3060	4296
416	3068	4289
417	3074	4280
418	3081	4273
419	3087	4264
420	3094	4256
421	3101	4247
422	3107	4239
423	3114	4231
424	3121	4223
425	3128	4215
426	3135	4207
427	3141	4198
428	3148	4190
429	3155	4182
430	3162	4175
431	3168	4166
432	3175	4158
433	3182	4150
434	3188	4141
435	3196	4134
436	3202	4126
437	3209	4118
438	3216	4110
439	3223	4102
440	3230	4094
441	3236	4086
442	3244	4078
443	3250	4070
444	3257	4062
445	3264	4054
446	3270	4046
447	3278	4040
448	3285	4031
449	3293	4025
450	3300	4017
451	3308	4011
452	3315	4003
453	3321	3995
454	3328	3986
455	3335	3979
456	3342	3971
457	3348	3962
458	3355	3954
459	3361	3946
460	3368	3938
461	3376	3932
462	3383	3924
463	3390	3916
464	3397	3908
465	3404	3900
466	3410	3892
467	3417	3884
468	3423	3876
469	3430	3868
470	3437	3860
471	3444	3852
472	3450	3844
473	3459	3838
474	3465	3830
475	3472	3822
476	3479	3814
477	3485	3806
478	3492	3798
479	3498	3790
480	3506	3783
481	3513	3775
482	3520	3768
483	3526	3760
484	3533	3752
485	3540	3744
486	3546	3736
487	3554	3729
488	3560	3720
489	3567	3713
490	3574	3705
491	3580	3697
492	3588	3690
493	3595	3682
494	3602	3675
495	3609	3667
496	3616	3659
497	3622	3651
498	3629	3643
499	3637	3637
500	3643	3629
501	3651	3622
502	3658	3614
503	3665	3607
504	3672	3599
505	3678	3591
506	3686	3584
507	3692	3576
508	3699	3569
509	3706	3561
510	3713	3553
511	3720	3545
512	3726	3537
513	3733	3529
514	3739	3521
515	3747	3514
516	3753	3506
517	3760	3499
518	3768	3492
519	3774	3484
520	3781	3476
521	3788	3469
522	3795	3461
523	3802	3454
524	3809	3447
525	3817	3440
526	3824	3432
527	3831	3425
528	3838	3417
529	3845	3410
530	3852	3402
531	3858	3394
532	3867	3388
533	3873	3380
534	3881	3373
535	3888	3365
536	3894	3358
537	3901	3350
538	3908	3342
539	3915	3335
540	3921	3327
541	3928	3319
542	3934	3311
543	3943	3305
544	3950	3298
545	3959	3292
546	3966	3284
547	3973	3277
548	3979	3269
549	3985	3261
550	3992	3253
551	3999	3245
552	4005	3238
553	4012	3230
554	4019	3222
555	4027	3215
556	4033	3208
557	4042	3202
558	4049	3194
559	4056	3187
560	4063	3179
561	4069	3171
562	4076	3164
563	4083	3156
564	4090	3149
565	4097	3142
566	4104	3134
567	4111	3126
568	4117	3119
569	4125	3112
570	4132	3104
571	4140	3097
572	4146	3090
573	4154	3083
574	4160	3075
575	4167	3067
576	4174	3060
577	4180	3052
578	4188	3045
579	4195	3037
580	4201	3030
581	4208	3022
582	4215	3014
583	4222	3007
584	4229	3000
585	4237	2993
586	4243	2985
587	4251	2978
588	4257	2970
589	4264	2963
590	4270	2955
591	4278	2948
592	4287	2942
593	4293	2934
594	4301	2927
595	4307	2920
596	4314	2912
597	4322	2906
598	4330	2898
599	4337	2891
600	4344	2884
601	4352	2877
602	4359	2869
603	4366	2862
604	4373	2855
605	4380	2847
606	4387	2840
607	4393	2832
608	4401	2825
609	4407	2818
610	4415	2811
611	4421	2803
612	4428	2795
613	4435	2788
614	4442	2780
615	4450	2774
616	4457	2767
617	4465	2759
618	4471	2752
619	4480	2746
620	4487	2738
621	4495	2731
622	4501	2724
623	4508	2716
624	4515	2709
625	4522	2701
626	4530	2695
627	4537	2687
628	4545	2681
629	4552	2673
630	4559	2666
631	4566	2659
632	4573	2651
633	4580	2644
634	4587	2636
635	4594	2629
636	4601	2622
637	4608	2614
638	4615	2607
639	4621	2599
640	4630	2593
641	4637	2585
642	4644	2578
643	4651	2571
644	4658	2564
645	4665	2556
646	4672	2549
647	4678	2541
648	4685	2534
649	4692	2526
650	4699	2519
651	4705	2511
652	4712	2504
653	4718	2496
654	4726	2489
655	4732	2481
656	4739	2474
657	4746	2467
658	4754	2460
659	4761	2453
660	4768	2445
661	4775	2438
662	4781	2430
663	4789	2423
664	4796	2416
665	4802	2408
666	4809	2401
667	4816	2393
668	4824	2387
669	4831	2379
670	4839	2372
671	4845	2365
672	4852	2357
673	4859	2350
674	4865	2342
675	4873	2335
676	4880	2328
677	4887	2321
678	4894	2313
679	4901	2306
680	4908	2299
681	4914	2291
682	4922	2284
683	4929	2277
684	4937	2270
685	4944	2263
686	4951	2256
687	4958	2248
688	4964	2241
689	4971	2233
690	4978	2226
691	4985	2219
692	4992	2211
693	5000	2204
694	5006	2197
695	5013	2189
696	5020	2182
697	5026	2174
698	5034	2168
699	5041	2160
700	5048	2153
701	5055	2146
702	5062	2138
703	5069	2131
704	5075	2123
705	5082	2116
706	5088	2108
707	5095	2101
708	5101	2094
709	5108	2086
710	5116	2079
711	5123	2072
712	5130	2065
713	5137	2057
714	5143	2050
715	5151	2043
716	5157	2035
717	5164	2028
718	5171	2021
719	5178	2013
720	5185	2006
721	5192	1999
722	5198	1991
723	5205	1984
724	5212	1976
725	5218	1969
726	5225	1962
727	5231	1954
728	5238	1947
729	5247	1940
730	5253	1933
731	5262	1926
732	5268	1919
733	5275	1911
734	5281	1904
735	5288	1896
736	5295	1889
737	5302	1882
738	5310	1875
739	5317	1868
740	5324	1860
741	5330	1853
742	5337	1846
743	5344	1839
744	5351	1831
745	5358	1824
746	5364	1817
747	5371	1809
748	5378	1802
749	5385	1795
750	5393	1788
751	5399	1780
752	5406	1773
753	5413	1766
754	5420	1759
755	5427	1751
756	5434	1744
757	5441	1737
758	5448	1729
759	5455	1722
760	5462	1715
761	5469	1708
762	5475	1700
763	5482	1693
764	5489	1686
765	5495	1678
766	5502	1671
767	5509	1664
768	5516	1657
769	5524	1650
770	5531	1642
771	5538	1635
772	5544	1628
773	5551	1621
774	5558	1613
775	5564	1606
776	5571	1599
777	5577	1591
778	5584	1584
779	5591	1577
780	5597	1569
781	5606	1562
782	5612	1555
783	5619	1548
784	5626	1541
785	5634	1533
786	5640	1526
787	5646	1519
788	5654	1512
789	5661	1504
790	5667	1497
791	5674	1490
792	5680	1482
793	5687	1475
794	5694	1468
795	5701	1461
796	5708	1453
797	5715	1446
798	5721	1439
799	5727	1431
800	5735	1424
801	5742	1417
802	5749	1410
803	5756	1403
804	5765	1396
805	5771	1389
806	5778	1382
807	5785	1374
808	5792	1367
809	5799	1360
810	5806	1353
811	5813	1346
812	5820	1338
813	5827	1331
814	5833	1324
815	5840	1316
816	5848	1309
817	5854	1302
818	5861	1295
819	5868	1288
820	5875	1280
821	5882	1273
822	5888	1266
823	5896	1259
824	5902	1252
825	5909	1244
826	5915	1237
827	5922	1230
828	5929	1223
829	5936	1215
830	5944	1208
831	5950	1201
832	5957	1194
833	5963	1187
834	5970	1179
835	5977	1172
836	5983	1165
837	5990	1158
838	5997	1150
839	6003	1143
840	6011	1136
841	6017	1129
842	6026	1122
843	6033	1115
844	6041	1108
845	6048	1100
846	6055	1093
847	6062	1086
848	6069	1079
849	6077	1072
850	6084	1065
851	6092	1058
852	6099	1051
853	6107	1044
854	6114	1036
855	6122	1030
856	6130	1022
857	6137	1015
858	6144	1008
859	6150	1001
860	6159	994
861	6165	987
862	6173	980
863	6180	972
864	6190	966
865	6197	958
866	6204	951
867	6211	944
868	6218	937
869	6225	930
870	6232	923
871	6242	916
872	6249	909
873	6257	902
874	6263	894
875	6271	887
876	6278	880
877	6286	873
878	6293	866
879	6300	859
880	6306	851
881	6313	844
882	6322	837
883	6328	830
884	6336	823
885	6343	816
886	6351	809
887	6358	802
888	6366	794
889	6373	787
890	6379	780
891	6387	773
892	6394	766
893	6403	759
894	6411	752
895	6419	745
896	6426	737
897	6434	730
898	6440	723
899	6449	716
900	6456	709
901	6462	702
902	6469	694
903	6476	687
904	6486	680
905	6493	673
906	6502	666
907	6509	659
908	6517	652
909	6523	645
910	6531	638
911	6538	630
912	6545	623
913	6552	616
914	6559	609
915	6567	602
916	6574	595
917	6583	588
918	6590	580
919	6598	573
920	6605	566
921	6612	559
922	6619	552
923	6627	545
924	6634	537
925	6641	530
926	6648	523
927	6655	516
928	6665	509
929	6671	502
930	6678	494
931	6685	487
932	6691	480
933	6698	473
934	6704	466
935	6713	459
936	6719	451
937	6727	444
938	6734	437
939	6741	430
940	6748	423
941	6755	415
942	6762	408
943	6768	401
944	6775	394
945	6782	387
946	6790	380
947	6797	372
948	6804	365
949	6812	358
950	6820	351
951	6828	344
952	6835	337
953	6843	329
954	6849	322
955	6858	315
956	6866	308
957	6874	301
958	6881	294
959	6889	287
960	6896	279
961	6903	272
962	6910	265
963	6917	258
964	6925	251
965	6932	243
966	6939	236
967	6947	229
968	6955	222
969	6962	215
970	6972	208
971	6978	201
972	6986	193
973	6993	186
974	7002	179
975	7009	172
976	7016	165
977	7023	158
978	7030	150
979	7038	143
980	7045	136
981	7054	129
982	7060	122
983	7068	114
984	7075	107
985	7082	100
986	7089	93
987	7096	86
988	7104	79
989	7111	71
990	7119	64
991	7126	57
992	7134	50
993	7141	43
994	7148	35
995	7155	28
996	7161	21
997	7169	14
998	7175	7
999	7183	0
